No,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,energy_100g,reconstructed_energy,g_sum,cluster,product_name,certainty,anomaly
28481,17.78,68.89,20.0,8.89,0.93218,2008.0,2015.6800000000005,95.56,5,"Piselli, Biscuits With Sugar In Grains",0.98,0
28482,22.0,64.0,20.0,8.0,0.7366,2075.0,2082.0,94.0,5,Icasarecci Biscuits,1.0,0
28483,25.0,67.86,0.0,7.14,1.04394,2092.0,2250.0,100.0,2,"Conn's, Restaurant Style Tortilla Chips",0.62,0
28484,35.71,46.43,3.57,3.57,1.99644,2243.0,2242.69,85.71,2,Potato Chips,0.97,0
28485,35.71,46.43,3.57,3.57,1.99644,2243.0,2242.69,85.71,2,Potato Chips,0.97,0
28486,35.71,46.43,3.57,3.57,1.99644,2243.0,2242.69,85.71,2,Wavy Style Potato Chips,0.97,0
28487,35.71,46.43,3.57,3.57,2.26822,2243.0,2242.69,85.71,2,"Potato Chips, Bar-B-Q",0.99,0
28488,35.34,45.94,3.53,3.53,1.97358,2218.0,2219.2500000000005,84.81,2,Potato Chips,0.98,0
28489,35.34,45.94,3.53,3.53,1.97358,2218.0,2219.2500000000005,84.81,2,Wavy Style Potato Chips,0.98,0
28490,35.34,45.94,3.53,3.53,2.24282,2218.0,2219.2500000000005,84.81,2,"Potato Chips, Bar-B-Q",0.99,0
28491,35.34,45.94,3.53,3.53,2.24282,2218.0,2219.2500000000005,84.81,2,"Potato Chips, Green Onion",0.99,0
28492,35.34,45.94,3.53,3.53,2.24282,2218.0,2219.2500000000005,84.81,2,"Potato Chips, Hot Bar-B-Q",0.99,0
28493,35.34,45.94,3.53,3.53,0.0,2218.0,2219.2500000000005,84.81,2,Potato Chips No Salt Added,0.9,1
28494,32.14,46.43,3.57,3.57,1.99644,2243.0,2103.46,82.13999999999999,2,"Conn's, Potato Chips, Sour Cream & Onion Flavored",1.0,0
28495,35.34,45.94,3.53,3.53,1.97358,2218.0,2219.2500000000005,84.81,2,Potato Chips,0.98,0
28496,35.34,45.94,3.53,3.53,1.97358,2218.0,2219.2500000000005,84.81,2,Potato Chips,0.98,0
28497,6.25,87.5,47.5,0.0,0.1905,1674.0,1731.25,93.75,5,Assorted Tangy Taffy,0.95,0
28498,0.0,94.12,52.94,0.0,0.0,1477.0,1600.04,94.12,12,"Bloom's, Sour Filled Fruits",1.0,0
28499,5.95,85.71,45.24,0.0,0.21082,1695.0,1689.12,91.66,5,Choc-O-Rum Chews,0.98,0
28500,5.9,82.55,44.81,0.0,0.18034,1577.0,1633.4499999999996,88.45,5,Assorted Quaffy Candy,0.9,0
28501,0.0,100.0,63.64,9.09,0.0,1523.0,1854.53,109.09,12,Heart Lollipops,1.0,0
28502,0.0,100.0,63.64,9.09,0.0,1523.0,1854.53,109.09,12,Rainbow Pops,1.0,0
28503,14.08,70.42,24.65,7.04,1.16332,1770.0,1865.9400000000005,91.54,5,"Bloom's, Mini Frosted Strawberry Cookies",0.84,0
28504,14.08,70.42,24.65,7.04,1.16332,1770.0,1865.9400000000005,91.54,5,Mini Frosted Lemon Cookies,0.84,0
28505,21.43,64.29,0.0,7.14,1.54178,2092.0,2050.08,92.86,5,Tortilla Chips,0.66,0
28506,21.43,64.29,3.57,7.14,2.54,1941.0,2050.08,92.86,2,Mini Round Tortilla Chips,0.82,0
28507,35.71,53.57,0.0,7.14,0.72644,2243.0,2424.76,96.42,5,"Bloom's, Fries, Bar-B-Q",0.76,0
28508,26.67,66.67,66.67,0.0,0.0,2230.0,2173.5200000000004,93.34,5,Chocolate Chips,1.0,0
28509,1.79,75.0,3.57,7.14,2.72034,1494.0,1466.19,83.93,10,Stix Pretzels,1.0,0
28510,0.0,71.43,4.76,9.52,0.7747,1393.0,1376.15,80.95,10,Hard Pretzels,0.89,0
28511,25.0,67.86,0.0,7.14,0.81534,2243.0,2250.0,100.0,2,Potato Chips,0.77,0
28512,28.57,60.71,25.0,3.57,0.37084,2109.0,2206.99,92.85,5,Chinese Cookies,1.0,0
28513,28.57,60.71,25.0,3.57,0.36322,2121.0,2206.99,92.85,5,"Bloom's Kosher Products, Drizzled Marble Cookies",1.0,0
28514,21.43,57.14,46.43,7.14,0.01778,2109.0,1928.53,85.71,5,Almond Horns Cookies,0.63,1
28515,0.0,81.82,45.45,0.0,0.0,1406.0,1390.9399999999996,81.82,12,Coffee Candy,1.0,0
28516,0.0,100.0,55.56,0.0,0.0,1720.0,1700.0,100.0,12,Rainbow Pops,1.0,0
28517,15.0,70.0,34.0,5.0,0.6096,1862.0,1860.0,90.0,5,Chocolate Chip Cookies,0.87,0
28518,15.0,71.0,34.5,5.0,0.5588,1820.0,1877.0,91.0,5,"Bloom's, Cookies, Sweet Brownie",0.75,0
28519,16.0,70.0,32.5,5.0,0.6096,1904.0,1899.0,91.0,5,Cookies,0.92,0
28520,14.0,72.0,35.0,4.5,0.5842,1799.0,1846.5,90.5,5,Cookies,0.7,0
28521,6.25,87.5,47.5,0.0,0.1905,1674.0,1731.25,93.75,5,Tangy Taffy,0.95,0
28522,6.25,87.5,47.5,0.0,0.1905,1674.0,1731.25,93.75,5,Tangy Taffy,0.95,0
28523,6.25,87.5,47.5,0.0,0.1905,1674.0,1731.25,93.75,5,Lemon Tangy Taffy,0.95,0
28524,6.25,87.5,47.5,0.0,0.1905,1674.0,1731.25,93.75,5,Tangy Taffy,0.95,0
28525,6.25,87.5,47.5,0.0,0.1905,1674.0,1731.25,93.75,5,Tangy Taffy,0.95,0
28526,6.25,87.5,47.5,0.0,0.1905,1674.0,1731.25,93.75,5,Tangy Taffy,0.95,0
28527,0.0,80.95,30.95,0.0,0.06096,1393.0,1376.15,80.95,12,"Oneg, Mini Fruit Slices",1.0,0
28528,0.0,80.85,31.91,6.38,1.29794,1515.0,1482.91,87.22999999999998,12,Cornbread Mix,0.98,0
28529,16.07,78.57,50.0,3.57,0.99822,1941.0,2023.11,98.20999999999998,5,"Toad-Ally Snax, Hanky Panky Snack Mix, Chocolaty Drizzled, Caramel Corn & Peanuts",0.84,0
28530,16.67,76.19,50.0,2.38,0.96774,1992.0,1985.82,95.24,5,Chocolate Drizzled Caramel Corn With Peanuts,0.94,0
28531,19.64,75.0,50.0,3.57,0.90678,2092.0,2101.65,98.21,5,Hanky Panky Chocolaty Drizzled Caramel Corn With Peanuts,0.82,0
28532,21.43,67.86,39.29,3.57,2.44856,2092.0,2050.08,92.86,5,Chocolate & White Coated Pretzels,0.9,1
28533,21.43,71.43,46.43,3.57,1.13284,1941.0,2110.77,96.43,5,Triple Play Drizzled Butter Toffee Popcorn Spanish Peanuts And Micro Mini Pretzels,1.0,0
28534,21.43,64.29,0.0,7.14,0.7721600000000001,1795.0,2050.08,92.86,2,Sugar Free Oatmeal Cookies,0.87,0
28535,25.0,67.86,0.0,3.57,0.9525,1941.0,2189.31,96.43,2,"Mrs. Pure's, Sugar Free Butter Cookies",0.92,0
28536,25.0,64.29,28.57,3.57,0.7721600000000001,1941.0,2128.620000000001,92.86,5,"Mrs. Pure's, Chocolate Chip Cookies",1.0,0
28537,21.43,67.86,28.57,3.57,0.40894,1941.0,2050.08,92.86,5,"Mrs. Pure's, Wafers Cookies, Vanilla",0.99,0
28539,0.0,60.0,45.0,2.5,0.0,1046.0,1062.5,62.5,12,Patterson Variety Slab Apricots Dried Fruit,1.0,0
28540,0.0,62.5,42.5,2.5,0.0,1151.0,1105.0,65.0,12,Blenheim Variety Unsulfured Apricots,1.0,0
28541,0.0,62.5,42.5,2.5,0.0,1151.0,1105.0,65.0,12,Blenheim Variety Extra Choice Apricots,1.0,0
28545,10.71,3.57,3.57,3.57,3.26644,523.0,539.07,17.85,8,Makdous ( Eggplant In Oil ),0.99,0
28546,0.77,11.54,0.77,5.38,0.8407399999999999,322.0,317.67,17.689999999999994,6,Highest Quality Beans,0.99,0
28548,1.75,52.63,1.75,8.77,0.6019800000000001,1029.0,1112.05,63.15000000000001,2,"Old World, Pocket Pita Breads",0.95,0
28549,1.76,52.94,1.18,9.41,0.5969,1084.0,1128.59,64.11,2,Pocket Pita Breads,0.92,0
28550,0.0,53.57,3.57,10.71,1.04394,1046.0,1092.76,64.28,12,Pocket Pita Breads,0.75,0
28551,0.0,56.0,4.0,12.0,1.1684,1172.0,1156.0,68.0,2,Pocket Pita Breads,0.46,0
28552,39.29,50.0,3.57,10.71,3.81,2389.0,2564.38,100.0,2,Parmesan   Romano Pita Chips,1.0,1
28553,17.86,50.0,0.0,7.14,2.26822,1644.0,1667.92,75.0,2,Sea Salt Pita Chips,0.94,0
28554,13.04,67.39,47.83,4.35,0.69088,1636.0,1728.14,84.78,5,Brownies,0.71,0
28555,13.33,68.89,48.89,4.44,0.70612,1209.0,1766.48,86.66,9,"Mjay's Specialty Baked Foods, Brownies, Cream Cheese Iced",1.0,1
28556,11.63,60.47,44.19,2.33,0.6502399999999999,1460.0,1521.1699999999996,74.42999999999998,7,"Celebration Platter, Holiday Brownie Combo Platter",1.0,0
28557,11.25,65.0,47.5,2.5,0.6985,1674.0,1586.25,78.75,5,"Celebration Platter, 15ct Spring Iced Brownie Platter",0.92,1
28558,11.25,65.0,47.5,2.5,0.6985,1569.0,1586.25,78.75,7,"Celebration Platter, Patriotic Iced Brownie Platter",0.95,0
28562,8.77,5.26,0.0,12.28,1.6484599999999998,586.0,640.21,26.31,8,Pork Meat Balls,1.0,0
28564,0.88,5.26,1.75,14.04,1.6484599999999998,368.0,362.42,20.18,8,"Cha Ca, Fish Meat Emulsion",1.0,0
28565,42.11,7.89,5.26,18.42,3.3426400000000003,2038.0,2089.56,68.42,8,Chinese Style Sausage,0.99,0
28566,0.0,0.0,0.0,0.0,8.89,0.0,0.0,0.0,3,Cajun Hot Sauce,1.0,1
28567,0.0,0.0,0.0,0.0,11.175999999999998,0.0,0.0,0.0,3,Garlic Hot Sauce,1.0,1
28568,100.0,0.0,0.0,0.0,0.0,3887.0,3900.0,100.0,0,100% Virgin Pecan Oil,1.0,1
28569,1.79,66.07,7.14,17.86,3.12928,1418.0,1496.62,85.72,10,Couscous Lentil Curry,0.85,0
28570,2.78,66.67,5.56,22.22,3.0099,1318.0,1619.5500000000004,91.67,2,Black Bean Soup,1.0,1
28571,4.84,67.74,9.68,12.9,5.48894,1485.0,1559.64,85.48,10,Chicken Vegetable Soup,1.0,0
28572,3.85,65.38,5.77,23.08,3.22326,1448.0,1653.97,92.31,2,"Soup, Lentil",1.0,1
28573,5.66,73.58,3.77,24.53,3.3070800000000005,1657.0,1888.61,103.77,2,"Nile Spice, Split Pea Soup",0.99,1
28574,6.67,73.33,13.33,10.0,3.38582,1536.0,1676.7399999999998,90.0,13,Sweet Corn Chowder,0.5,1
28575,1.89,66.04,5.66,18.87,2.82702,1343.0,1517.18,86.80000000000003,2,Red Beans & Rice Soup,0.99,1
28576,32.14,53.57,0.0,7.14,1.45034,2243.0,2285.53,92.85,5,"Potato Chips, Sea Salt",0.78,0
28577,32.14,53.57,3.57,7.14,2.35966,2243.0,2285.53,92.85,2,"Potato Chips, Bar-B-Q",0.8,0
28578,28.57,57.14,0.0,7.14,0.90678,2243.0,2206.99,92.85,5,Kettle-Cook'D Potato Chips,0.59,0
28579,28.57,57.14,3.57,7.14,1.81356,2243.0,2206.99,92.85,5,"Potato Chips, Barbq",0.53,0
28580,28.57,57.14,3.57,7.14,1.905,2243.0,2206.99,92.85,2,Jalapeno Flavored Hand Cooked Potato Chips,0.53,0
28581,32.14,53.57,0.0,7.14,1.45034,2243.0,2285.53,92.85,5,"Dippin' Potato Chips, Sea Salted",0.78,0
28582,32.14,53.57,0.0,7.14,1.45034,2243.0,2285.53,92.85,5,Potato Chips,0.78,0
28583,28.57,57.14,0.0,7.14,0.99822,2243.0,2206.99,92.85,5,Potato Chips,0.61,0
28584,32.14,53.57,7.14,7.14,2.72034,2243.0,2285.53,92.85,2,Red Hot Potato Chips,0.86,0
28585,32.14,53.57,3.57,7.14,4.17322,2243.0,2285.53,92.85,2,"Potato Chips, Salt & Vinegar",1.0,0
28586,32.14,53.57,7.14,7.14,2.72034,2243.0,2285.53,92.85,2,"Potato Chips, Red Hot",0.86,0
28587,32.14,53.57,3.57,7.14,4.17322,2243.0,2285.53,92.85,2,"Potato Chips, Sea Salt & Vinegar",1.0,0
28588,32.14,53.57,3.57,7.14,1.81356,2243.0,2285.53,92.85,5,Potato Chips,0.65,0
28589,32.14,53.57,3.57,7.14,2.35966,2243.0,2285.53,92.85,2,"Potato Chips, Bar-B-Q",0.8,0
28590,28.57,57.14,0.0,7.14,0.90678,2243.0,2206.99,92.85,5,"Kettle-Cook'D, Hand Cooked Potato Chips",0.59,0
28591,28.57,57.14,3.57,7.14,1.81356,2243.0,2206.99,92.85,5,Hand Cooked Potato Chips,0.53,0
28592,28.57,57.14,3.57,7.14,1.905,2243.0,2206.99,92.85,2,Cook'D Hand Cooked Potato Chips,0.53,0
28593,39.29,42.86,0.0,7.14,1.81356,2389.0,2382.31,89.29,2,"Air Popped Popcorn, Butter",0.65,0
28594,32.14,53.57,0.0,7.14,1.81356,2243.0,2285.53,92.85,5,"Flavored Popcorn, Butter",0.67,0
28595,25.0,57.14,0.0,7.14,1.81356,2092.0,2067.76,89.28,5,"Slender Pop Popcorn, Sea Salted",0.54,0
28596,8.06,6.45,0.0,0.0,2.29362,473.0,423.99,14.510000000000002,8,Jalapeno & Cheddar Dip,0.98,0
28597,16.67,6.67,3.33,3.33,2.20218,837.0,820.1300000000001,26.67,8,Creamy Onion Dip,1.0,0
28598,28.57,57.14,0.0,7.14,1.17856,2243.0,2206.99,92.85,5,Potato Chips,0.64,0
28599,28.57,71.43,7.14,10.71,2.90322,2243.0,2510.61,110.71,2,Party Mix,1.0,1
28600,17.86,67.86,32.14,7.14,1.905,1941.0,1971.54,92.86,5,"Pretzels, Milk Chocolate",0.81,0
28602,28.57,53.57,7.14,7.14,2.99466,2092.0,2146.3,89.28,2,Cheese Curls,0.98,0
28603,35.71,42.86,10.71,10.71,2.44856,2243.0,2303.38,89.28,5,Baked White Cheddar Cheese Curls,0.69,1
28604,28.57,53.57,7.14,7.14,2.99466,2092.0,2146.3,89.28,2,"Value Size Cheese Curls, Real Cheddar Cheese",0.98,0
28605,35.71,42.86,10.71,10.71,2.44856,2243.0,2303.38,89.28,5,"Baked White Cheddar Curls, Cheese",0.69,1
28606,28.57,53.57,7.14,7.14,2.99466,2092.0,2146.3,89.28,2,"Cheese Balls, Real Cheddar Cheese",0.98,0
28607,0.0,9.68,3.23,0.0,1.88468,201.0,164.56,9.68,12,Salsa,1.0,0
28608,6.45,9.68,3.23,3.23,1.88468,473.0,471.02,19.36,8,Salsa Con Queso,0.96,0
28609,0.0,17.57,0.68,2.03,0.0,310.0,333.2,19.6,12,Russet Potatoes,1.0,0
28610,0.0,25.38,5.38,1.54,0.0889,418.0,457.64,26.92,12,Yams/Sweet Potatoes,1.0,0
28611,0.0,4.3,2.15,4.3,0.00762,113.0,146.2,8.6,12,Fresh Asparagus,1.0,0
28612,0.0,4.3,2.15,4.3,0.00762,113.0,146.2,8.6,12,Fresh Asparagus,1.0,0
28613,15.0,73.33,0.0,6.67,0.635,1954.0,1945.0,95.0,2,Sugar-Free Cookies,0.77,0
28614,17.86,53.57,0.0,7.14,0.36322,1418.0,1728.61,78.57000000000002,2,Sugar-Free Cookies,1.0,0
28615,17.86,46.43,0.0,3.57,0.36322,1418.0,1546.54,67.85999999999999,2,Sugar-Free Cookies,1.0,0
28616,30.0,60.0,30.0,6.67,0.33782,2230.0,2303.39,96.67,5,Biscuits And Wafers With Fine Dark Chocolate,1.0,0
28617,27.27,63.64,30.3,6.06,0.30734,2155.0,2248.43,96.97,5,"Noblesse, Assortment Of Biscuits And Wafers",1.0,0
28618,33.33,63.33,40.0,3.33,0.127,2372.0,2433.09,99.99,5,Wafers With Lemon Cream,1.0,0
28619,33.33,63.33,43.33,3.33,0.08382,2372.0,2433.09,99.99,5,Wafers With Raspberry Cream Filling,1.0,0
28620,33.33,63.33,40.0,3.33,0.17018,2372.0,2433.09,99.99,5,"Hans Freitag, Wafers, Apple",1.0,0
28621,32.14,14.29,3.57,7.14,1.22428,1644.0,1617.77,53.57,2,Double Dip Yellow Lentil Hummus With Apricot Sunflower Seed Chutney,0.92,1
28623,35.71,0.0,0.0,3.57,0.81534,1494.0,1453.38,39.28,8,Crema Estilo Salvadorena Con Loroco,1.0,0
28624,12.5,68.75,6.25,12.5,1.19126,1833.0,1868.75,93.75,5,"New York, Flatbreads Sesame",0.69,0
28625,9.38,75.0,6.25,12.5,1.19126,1833.0,1853.32,96.88,2,"New York, Flatbreads, Garlic",0.54,0
28626,13.64,63.64,9.09,18.18,1.1557,1904.0,1922.9,95.46,2,Flatbreads,0.8,1
28627,4.49,10.61,2.45,2.86,0.3733800000000001,393.0,404.1,17.96,6,Tuscan Soup Authentic Italian,0.91,0
28628,1.78,9.09,4.35,1.58,0.54102,247.0,250.81,12.45,6,Authentic Italian Soup,1.0,0
28629,4.44,73.33,0.0,6.67,0.0,1490.0,1533.16,84.44,10,Tri-Color Blend Sprouted Rice,0.94,0
28630,3.2,9.6,4.8,1.6,0.44704,335.0,315.2,14.4,6,Tomato & Basil Sauce,0.92,0
28631,3.6,10.4,4.8,1.6,0.44704,335.0,344.4000000000001,15.6,6,Arrabbiata Sauce,0.99,0
28632,3.6,9.6,4.8,1.6,0.44704,335.0,330.8,14.8,6,Marinara Suace,0.98,0
28633,8.8,9.6,4.0,3.2,0.62992,536.0,560.8000000000002,21.6,7,Vodka Sauce,0.73,0
28634,5.6,9.6,4.8,1.6,1.3208,402.0,408.8,16.8,6,Puttanesca Pasta Sauce,0.53,0
28635,8.8,8.8,4.0,8.8,1.09728,636.0,642.4000000000002,26.4,8,Amatirciana Sauce,0.79,0
28636,7.2,8.8,4.8,8.0,0.8128,536.0,566.4000000000002,24.0,8,Bolognese Sauce,0.58,0
28637,4.8,10.4,4.8,1.6,0.95504,402.0,391.2,16.8,6,"Marinara & Hearty Artichokes With ""Aceto Balsamico Di Modena I.G.P."" Pasta Sauce",0.82,0
28638,15.2,4.8,3.2,4.8,0.6502399999999999,736.0,756.0,24.8,8,"Orti Di Calabria, Alfredo Sauce",0.74,0
28639,25.6,2.4,1.6,9.6,1.03632,1172.0,1202.4,37.6,8,"Orti Di Calabria, Alfredo Sauce With Gorgonzola Cheese",1.0,0
28640,10.0,10.0,5.0,1.67,1.05918,556.0,588.39,21.67,8,Caponata,0.86,0
28641,4.17,10.0,6.67,0.0,1.3969999999999998,347.0,332.63,14.17,8,Borettane Onions With Aceto Baqlsamico,0.51,0
28642,6.12,10.61,3.27,2.86,0.6832600000000001,460.0,467.67,19.59,7,Authentic Italian Minestrone Soup,0.65,0
28643,4.49,14.69,2.86,5.71,0.7467600000000001,510.0,521.9100000000002,24.89,6,Bean Soup Authentic Italian,0.87,0
28644,6.94,15.1,2.86,5.31,0.47752,598.0,617.63,27.35,7,Lentil Soup,0.99,0
28645,2.04,8.98,3.67,1.63,0.86106,255.0,259.93,12.65,6,Authentic Italian Soup In Tomato Sauce,1.0,0
28646,46.67,6.67,0.0,6.67,2.8778200000000003,1954.0,2046.9100000000005,60.01000000000001,8,Pasta Sauce,0.99,0
28647,36.67,15.0,8.33,3.33,1.016,1745.0,1741.74,55.0,9,Pasta Sauce,0.61,1
28648,4.49,10.61,2.45,2.86,0.3733800000000001,393.0,404.1,17.96,6,"Don Pomodoro, Traditional Tuscan Soup",0.91,0
28649,6.12,10.61,3.27,2.86,0.6832600000000001,460.0,467.67,19.59,7,Traditional Minestrone Soup,0.65,0
28650,6.94,15.1,2.86,5.31,0.47752,598.0,617.63,27.35,7,"Don Pomodoro, Lentil Soup",0.99,0
28651,7.2,8.8,4.8,8.0,0.8128,536.0,566.4000000000002,24.0,8,Traditional Sauce,0.58,0
28652,3.2,9.6,4.8,1.6,0.44704,335.0,315.2,14.4,6,"Italian Traditional Sauce, Tomato & Basil",0.92,0
28653,3.6,10.4,4.8,1.6,0.44704,335.0,344.4000000000001,15.6,6,"Don Pomodoro, Traditional Sauce",0.99,0
28654,2.8,9.6,4.8,1.6,0.6096,301.0,299.6,13.999999999999998,6,"Don Pomodoro, Traditional Sauce, Puttanesca",1.0,0
28655,3.6,9.6,4.8,1.6,0.44704,335.0,330.8,14.8,6,"Don Pomodoro, Marinara, Traditional Sauce",0.98,0
28656,8.8,9.6,4.0,3.2,0.62992,536.0,560.8000000000002,21.6,7,"Italian Special Sauce, Vodka",0.73,0
28657,0.0,26.67,23.33,0.0,0.0,490.0,453.39,26.67,12,"Orti De Calabria, Strawberry Jam Fruit Spread & Topping",0.98,0
28658,25.0,0.0,0.0,10.71,1.905,1197.0,1157.07,35.71,8,Coney Wieners,1.0,0
28659,24.24,3.03,1.52,10.61,1.84658,1142.0,1177.2399999999998,37.88,8,Mettwurst,1.0,0
28660,25.76,3.03,1.52,10.61,2.5019,1205.0,1236.52,39.40000000000001,8,Smoked Sausage,1.0,0
28661,25.76,3.03,1.52,10.61,2.5019,1205.0,1236.52,39.40000000000001,8,Mettwurst,1.0,0
28662,22.73,4.55,1.52,12.12,2.00152,1079.0,1169.86,39.4,8,Cheesy Mettwurst,1.0,0
28663,27.27,3.03,0.0,12.12,2.27076,1268.0,1321.08,42.42,8,Bratwurst,1.0,0
28664,27.27,3.03,0.0,12.12,2.27076,1268.0,1321.08,42.42,8,Bratwurst,1.0,0
28665,20.0,4.67,2.67,10.0,1.55702,1004.0,1029.39,34.67,8,Polish Brand Sausage,1.0,0
28671,1.18,0.0,0.0,17.65,0.31496,343.0,346.06999999999994,18.83,8,Seafood Combination,1.0,0
28672,0.0,50.0,45.0,0.0,0.0,837.0,850.0,50.0,12,Jam,1.0,0
28673,0.0,35.0,30.0,0.0,0.0,628.0,595.0,35.0,12,"Tart Cherry Preserves, Cherry",1.0,0
28674,0.0,55.0,50.0,0.0,0.0,837.0,935.0,55.0,12,Blackberry-Raspberry Jam,1.0,0
28675,0.0,35.0,30.0,0.0,0.0,628.0,595.0,35.0,12,"Rhubarb Jam, Strawberry",1.0,0
28676,0.0,40.48,40.48,0.0,0.0,699.0,688.16,40.48,12,Marionberry Dream Fruit Topping,1.0,0
28679,20.8,59.8,43.7,5.4,0.3,1891.0,1919.6,86.0,5,Chocolate & Orange,0.71,0
28680,10.71,0.0,0.0,30.36,0.9525,971.0,933.81,41.07,8,"Brinkman's, Chunked Beef",1.0,0
28681,2.68,0.0,0.0,28.57,0.9525,598.0,590.21,31.25,8,"Brinkman's, Chunked Chicken",1.0,0
28682,2.68,0.0,0.0,28.57,0.90678,598.0,590.21,31.25,8,Chunked Turkey,1.0,0
28684,2.68,48.21,3.57,8.93,1.22428,1046.0,1075.9,59.82,7,"Brown's, Classic Texas Toast",0.91,0
28685,5.13,56.41,6.41,8.97,1.20396,1289.0,1311.53,70.51,7,Kaiser Rolls,0.93,0
28687,0.0,72.5,47.5,0.0,0.0762,1255.0,1232.5,72.5,12,"Marlow, Watermelon Rings Candy",1.0,0
28688,0.0,100.0,62.5,0.0,0.15748,1569.0,1700.0,100.0,12,Assorted Fruit Rods,1.0,0
28690,8.82,67.65,38.24,5.88,0.3733800000000001,1598.0,1593.9900000000002,82.35,7,"Marlow, Caramel Creams",0.53,0
28691,42.86,39.29,3.57,17.86,1.81356,2540.0,2643.09,100.01,2,Hot & Spicy Cajun Mix,0.73,1
28692,0.0,69.77,55.81,0.0,0.0,1460.0,1186.09,69.77,12,Assorted Jellies,1.0,0
28693,0.0,100.0,73.33,0.0,0.17018,1674.0,1700.0,100.0,12,Starlight Mints,1.0,0
28694,10.71,28.57,14.29,21.43,0.0,2540.0,1267.69,60.71,13,Unsalted Peanuts,1.0,1
28695,0.0,90.0,67.5,0.0,0.1905,1464.0,1530.0,90.0,12,"Marlow, Jelly Beans Candy",1.0,0
28696,21.43,60.71,42.86,10.71,0.0,1941.0,2049.91,92.85,5,"Marlow, Nature's Heal Mix",1.0,0
28698,0.0,75.0,47.5,5.0,0.0635,1255.0,1360.0,80.0,12,Gummi Worms,1.0,0
28699,0.0,70.0,50.0,5.0,0.055879999999999985,1234.0,1275.0,75.0,12,Sour Crawlers,1.0,0
28700,0.0,70.0,50.0,5.0,0.055879999999999985,1234.0,1275.0,75.0,12,Sour Peach Rings,1.0,0
28701,25.0,57.14,46.43,10.71,0.40894,2167.0,2128.4500000000007,92.85,5,Fitness Mix,0.99,0
28702,40.0,47.5,37.5,10.0,0.0635,2301.0,2537.5,97.5,5,Milk Chocolate Peanuts,1.0,0
28703,27.5,62.5,55.0,2.5,0.09652,1987.0,2177.5,92.5,5,Milk Chocolate Raisins,1.0,0
28704,47.06,29.41,5.88,17.65,0.78486,2460.0,2635.360000000001,94.12,0,Salted Cashews,1.0,0
28705,0.0,90.0,70.0,0.0,0.254,1464.0,1530.0,90.0,12,Gourmet Jelly Beans,1.0,0
28706,0.0,76.19,42.86,7.14,0.21082,1393.0,1416.61,83.33,12,Gummi Cherries,1.0,0
28707,0.0,85.0,62.5,0.0,0.0635,1360.0,1445.0,85.0,12,Cherry Sours,1.0,0
28708,0.0,82.61,52.17,2.17,0.3302,1456.0,1441.26,84.78,12,Strawberry Laces,1.0,0
28709,0.0,97.5,75.0,2.5,0.5384800000000001,1674.0,1700.0,100.0,12,Candy Corn,1.0,0
28710,0.0,85.0,72.5,0.0,0.15748,1464.0,1445.0,85.0,12,Sour Budz Candy,1.0,0
28711,0.0,75.0,50.0,5.0,0.0635,1255.0,1360.0,80.0,12,Blue Raspberry Rings,1.0,0
28712,0.0,75.0,55.0,5.0,0.0635,1360.0,1360.0,80.0,12,Gummi Sharks,1.0,0
28713,0.0,100.0,73.68,0.0,0.0,1761.0,1700.0,100.0,12,Rootbeer Barrels Candy,1.0,0
28714,53.57,32.14,7.14,21.43,0.68072,2540.0,2999.92,107.14,9,"Marlow, Fancy Mixed Nuts",0.79,1
28715,56.0,5.8,0.8,5.6,1.7,2293.0,2377.8,67.39999999999999,8,Tarama,1.0,0
28716,23.08,0.0,0.0,13.85,2.032,1096.0,1135.57,36.93,8,"Hummel Bros., Cocktail Franks",1.0,0
28718,0.0,17.86,14.29,3.57,1.81356,372.0,364.31,21.43,12,"Kula Maui, Takuan Pickled Radish",1.0,0
28719,0.0,17.86,14.29,3.57,1.45034,372.0,364.31,21.43,12,"M. Uradomo Farms, Spiced Takuan Pickled Radish",1.0,0
28720,45.16,12.9,9.68,3.23,2.62128,1891.0,2035.45,61.28999999999999,8,Sesame Dressing & Marinade,0.8,1
28721,45.16,12.9,9.68,3.23,2.78638,1891.0,2035.45,61.28999999999999,8,"Kewpie, Creamy Deep-Roasted Sesame Dressing",0.8,1
28722,35.48,6.45,6.45,0.0,4.01574,1485.0,1493.37,41.93,8,"Kewpie, Wafu Savory Soy Dressing",0.97,0
28723,30.0,13.33,13.33,0.0,3.38582,1393.0,1396.61,43.33,9,"Kewpie, Onion Dressing With Garlic",0.98,1
28724,45.16,12.9,9.68,3.23,2.62128,1891.0,2035.45,61.28999999999999,8,Roasted Sesame Dressing & Marinade,0.8,1
28725,26.67,20.0,16.67,0.0,1.05918,1393.0,1380.13,46.67,7,Dressing & Finishing Sauce,0.5,1
28726,0.0,20.0,16.67,0.0,1.016,347.0,340.0,20.0,12,Chia Rich Dressing & Finishing Sauce,1.0,0
28727,23.33,20.0,20.0,0.0,1.27,1117.0,1249.87,43.33,9,"Kewpie, Dressing & Rich Glaze, Cinnamon Spice",0.95,1
28728,0.0,14.29,10.39,0.0,0.0,218.0,242.93,14.29,1,Premium Apples,1.0,0
28729,0.0,14.29,10.39,0.0,0.0,218.0,242.93,14.29,1,Apples,1.0,0
